"food: 0","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","efd8cb2b3ae82df0b5fd88fb59fdbc2707f8c7ddae6a131f9f5d0f5844497afe","3"
"food: 1","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","46e8e72e92059dae813c81c93093f51f061c4f6509324a16223d98bd0a19b9a3","2"
"toys: 2","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","Our dog toys are made of natural and non-toxic material that ensures the safety of dogs. Thicker fabric and better stitching make these toys more durable for dogs. It is suitable for teeth cleaning and chewing.","b57a44eb504f634742cea5430d114f6f119473d0d3f325b72da8152e56656b00","4"
"treats: 3","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","0e204e3247eca293b44ca59a2d486a54203568582ee4a7ad3c3bc37f32fb4d4b","5"
"treats: 4","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Real salmon is the #1 ingredient. Crunchy texture helps clean teeth.","80a391cf0db5609b5d34a4cff8421b26054b9082912b2d8c846cdf7f4a5350d1","2"
"treats: 5","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Real salmon is the #1 ingredient. Crunchy texture helps clean teeth.","e5791021ea0b596ec809c14913f69bcad2ab2a289471072c62b9008b46172c64","1"
"treats: 6","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","2cf1447205faccd84e389c892c21feb23cdd9aef107952b6691f1957ef2df596","3"
"food: 7","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","4874b2aa8d42c61fd8d6e697612156a5c8e19a944c84b85e0153413047b1c9e5","5"
"treats: 8","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","64235e4b9b94befd2cc5302c41f7dd05daccda3a49883d415f25e732cdd5a0cb","1"
"beds: 9","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","High quality soft faux fur surface material feels like mommy s fur, provide a warmth and safety, comfortable quality sleeping environment for pets. It helps them to calm down faster, ease anxiety, and sleep well.","825fc14007cbee6cb88f636ec5e67572c20da51f816b803487363feb103691db","2"
"beds: 10","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","b76c43714d078628d8a804ae85b4d0057467916c2853caed997c4b3e2c490b2a","1"
"food: 11","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","d799bc336800b4011f62ace521aa2e6944d0ca603855c2807317213ff410167d","4"
"food: 12","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","NO ADDED SALMON BY-PRODUCT MEAL, corn, wheat, soy, artificial colors, flavors, or preservatives.","2804aadd18cd4837e41c6037b5ccebf55e4882bea412efd825c411fd4652c3a5","5"
"beds: 13","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","bb6c5f8e23972521cd5622c5d2bfeb23c2629190f5f1028bd706b467be555981","1"
"toys: 14","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","High Quality & Excellence Service: Our dog chew toys undergo rigorous quality testing. Made of durable and natural material, good for dogs. Feel free to contact us if you have any questions. Our friendly support team is always here to help you. You can confidently buy our products, this dog toy pack is definitely a good choice for you.","bb02abdfd528ab7576bf3bbadc058c655ed5a20f9e4bf2b2853b6c5ab00047b7","3"
"toys: 15","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/indoor-dog-toys-1587002073.jpg?crop=1.00xw:0.751xh;0,0.161xh&resize=1200:*","toys","Squeeky sound, fetchable, chewable, tossable and 12 tiny dog toys to play, entice your dog to run, chase and exercise, great bulk dog toys for boredom, reduce anxiety and give them mental and physical workout.","f2699bce3b78c158aeae68df09023d97575171b2fa1c97d530bc1fb95ecdbe2a","1"
"beds: 16","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","High quality soft faux fur surface material feels like mommy s fur, provide a warmth and safety, comfortable quality sleeping environment for pets. It helps them to calm down faster, ease anxiety, and sleep well.","005bda74dc44af4d1274fd8d7c1717a4c7e12168f66b19c5842c279f1183c582","1"
"treats: 17","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","dd1c30ff7bc722c1b3a67ae712bef0578df885bec9fe75554156402b3031e8b1","3"
"treats: 18","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","No artificial flavors or colors. Innovative design with a chewy, porous texture.","2829b4b9e336368ad149834f31e1046db12253fb74b1e4b7fec89076313d7d51","4"
"beds: 19","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","5d41cadbf073e0d96add48449d0351f875c3cd005a4256e705c4d08fc35ace8e","4"
"treats: 20","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Real salmon is the #1 ingredient. Crunchy texture helps clean teeth.","ddccc2d7f35afc433c9f0afdc87ca37495a61c1874f230f2a4cd8d858b742d28","5"
"beds: 21","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","The sleep surface (28”x23”) is made of a flannel cover that provides a soft and comfortable sleeping area for dogs or cats.","16cf59bec7937f8bcdc8896b7aaaec57a0803b45800641c6912c1e2e57f98e3b","2"
"food: 22","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","1a8962de047ad875e5b3ce6425cdb226c7999b1cfde6d39ed2482c9662c8758e","1"
"treats: 23","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","7811220cd759cc082668e4aef6cba2048252911a8acec2645c980f5c7c4d5547","3"
"food: 24","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","Sustainably raised salmon is the #1 ingredient; protein helps keep dogs at their bounding best.","40708b770ec9dc2e499ce0b33266c9f4a4fa78b5f17482e0be1afca502f0e42d","5"
"treats: 25","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","47019620273d452139f600d9cd85ae3fe48ff5cccac335d87aa4b3099f62ad2a","1"
"beds: 26","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","High quality soft faux fur surface material feels like mommy s fur, provide a warmth and safety, comfortable quality sleeping environment for pets. It helps them to calm down faster, ease anxiety, and sleep well.","eda35e3465587a66b5b8e74bb96d613b94c329f2ee8a4add345c2d15e1d3cd7c","4"
"food: 27","https://cdn.shopify.com/s/files/1/0593/6273/8342/products/PDP_Cat_SALMON_02_Bowl_548x768_crop_center_7390be29-b4b0-4f7e-a633-4365a84690d1_1200x1200.png?v=1646504820","food","This natural dog food grain free recipe contains 65% protein and healthy fat ingredients, and 35% produce, fiber, vitamins, minerals and other natural ingredients.","da67091b09a1d9c4957b542654848bcf1ff4a66b66e995d6b5c92ae15cf70b1f","2"
"treats: 28","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","7c1324f517cf5a760f61df9ce2efb9f7d0a78ed26a334f1203f73e54fc8712e2","1"
"beds: 29","https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202212/0013/3-in-1-pet-bed-z.jpg","beds","ASSORTED SIZE: X-Large -- 32x24x8 donut bed perfect for your cat, small or medium dogs weight up to 35lbs. Our calming bed not suitable for puppies or dogs with excessive teething or chewing behavior!","0004c8f9986bcf3fbc7f23d8f94b2dc31953ab508e62f6ef4772f966a4a28e11","1"
"treats: 30","https://www.petfoodindustry.com/ext/resources/Images-by-month-year/18_03/Dog-treats-chews.jpg?t=1526243719&width=1080","treats","Soft and chewy dog treats made with real chuck roast. Fortified with 12 vitamins and minerals.","4dfff553d778bc9e731564da97687427b105726c7f2fa9aea795c882ba038619","2"
